"id","breed_primary","breed_secondary","age","sex","name","size","original_state","final_state","file"
45678209,"Redbone Coonhound","Labrador Retriever","Young","Male","Red aka Quintero","Large","Tennessee","Massachusetts","beagle"
45311486,"Siberian Husky",,"Adult","Male","Hudson","Medium","Tennessee","North Carolina","husky"
46004266,"Chihuahua",,"Baby","Female","Ally","Medium","Tennessee","New Jersey","chihuahua"
46004267,"Chihuahua",,"Baby","Female","Abby","Medium","Tennessee","New Jersey","chihuahua"
45939903,"Labrador Retriever",,"Baby","Female","Casey","Medium","Tennessee","New Jersey","labrador"
45939902,"Labrador Retriever",,"Baby","Female","Carrie","Medium","Tennessee","New Jersey","labrador"
45930756,"Australian Cattle Dog / Blue Heeler",,"Young","Female","Cinnamon","Medium","Tennessee","New Jersey","australian-shepherd"
45930757,"Hound","Boxer","Adult","Male","Blaze","Medium","Tennessee","New Jersey","beagle"
45930640,"Akita",,"Baby","Male","Ozzy","Medium","Tennessee","New Jersey","akita"
45888667,"Hound",,"Young","Female","Briah","Medium","Tennessee","New Jersey","beagle"
45790522,"Boxer","Labrador Retriever","Young","Male","Lemaster Steele","Medium","Tennessee","New Jersey","boxer"
45028279,"Labrador Retriever",,"Adult","Male","XP Sami or Spanky in Tennessee - URGENT!","Medium","Tennessee","New Jersey","labrador"
44854205,"Husky","German Shepherd Dog","Baby","Male","Bojangles","Large","Louisiana","Tennessee","husky"
45668765,"Cairn Terrier",,"Senior","Female","Edsel","Small","Texas","Utah","scottish-terrier"
45048052,"Pit Bull Terrier","Chocolate Labrador Retriever","Adult","Male","Timmy","Small","Texas","Utah","pitbull"
44903879,"Black Mouth Cur","Pit Bull Terrier","Senior","Male","Aiden","Small","Texas","Utah","labrador"
44811887,"Cattle Dog",,"Adult","Male","Daniel","Small","Texas","Utah","australian-shepherd"
44752946,"American Staffordshire Terrier",,"Adult","Female","Dakota","Medium","Texas","Utah","pitbull"
44752888,"Pit Bull Terrier",,"Adult","Male","Tennessee","Medium","Texas","Utah","pitbull"
44752945,"American Staffordshire Terrier",,"Senior","Female","Montana","Medium","Texas","Utah","pitbull"
44752832,"Pit Bull Terrier",,"Adult","Female","Mauve","Medium","Texas","Utah","pitbull"
44752784,"Hound",,"Adult","Male","Abner","Small","Texas","Utah","beagle"
44752668,"Labrador Retriever",,"Adult","Male","Kojak","Small","Texas","Utah","labrador"
44752522,"Labrador Retriever",,"Senior","Female","Wynonna","Small","Texas","Utah","labrador"
43979294,"Akita",,"Adult","Male","NIKO","Large","Texas","Arizona","akita"
46022257,"Terrier","Chinese Crested Dog","Baby","Female","Tayler","Small","Texas","Colorado","schnauzer"
46022034,"Chinese Crested Dog",,"Baby","Female","Pinky","Small","Texas","Colorado","chinese-crested"
46021283,"Chinese Crested Dog",,"Adult","Female","Abbie","Small","Texas","Colorado","chinese-crested"
45939809,"Chinese Crested Dog",,"Adult","Female","Spaghetti","Small","Texas","Colorado","chinese-crested"
45917574,"Boxer",,"Adult","Female","Jill (Courtesy)","Medium","Texas","Colorado","boxer"
45910285,"Labrador Retriever",,"Adult","Female","Ella","Large","Texas","Colorado","labrador"
45830574,"Border Collie",,"Adult","Female","Daisy","Medium","Texas","Colorado","border-collie"
45829302,"Labrador Retriever","Australian Shepherd","Adult","Female","HAWAII","Medium","Texas","Colorado","labrador"
45827862,"Border Collie",,"Adult","Male","Duke","Medium","Texas","Colorado","border-collie"
45773250,"Dachshund",,"Adult","Female","Rachel","Medium","Texas","Colorado","dachshund"
45716608,"Chihuahua","Terrier","Baby","Male","Johnny Cash","Small","Texas","Colorado","chihuahua"
45716242,"Chihuahua","Terrier","Baby","Female","June Carter","Small","Texas","Colorado","chihuahua"
45465166,"Poodle",,"Baby","Male","Bentley","Medium","Texas","Colorado","poodle"
45453700,"Cattle Dog","Australian Cattle Dog / Blue Heeler","Young","Female","Claire","Medium","Texas","Colorado","australian-shepherd"
45410854,"Boxer","Labrador Retriever","Young","Female","Hammy","Medium","Texas","Colorado","boxer"
45362623,"Labrador Retriever","Pointer","Adult","Female","Christine","Medium","Texas","Colorado","labrador"
45325714,"Labrador Retriever",,"Baby","Female","Cupcake","Medium","Texas","Colorado","labrador"
45121510,"Manchester Terrier","Rhodesian Ridgeback","Young","Male","Rodger","Medium","Texas","Colorado","chihuahua"
45079773,"Samoyed","Husky","Adult","Male","Shasta","Medium","Texas","Colorado","husky"
44714874,"Labrador Retriever",,"Adult","Female","Lorraine","Medium","Texas","Colorado","labrador"
44451088,"Pug","Beagle","Adult","Female","Jacky","Medium","Texas","Colorado","pug"
42031223,"Pit Bull Terrier",,"Adult","Female","Diamond","Medium","Texas","Colorado","pitbull"
46039263,"Dachshund","Mixed Breed","Baby","Female","Lark","Small","Texas","New York","dachshund"
46039255,"Dachshund","Mixed Breed","Baby","Male","Puffin","Small","Texas","New York","dachshund"
46039257,"Dachshund","Mixed Breed","Baby","Male","Macaw","Small","Texas","New York","dachshund"
46039259,"Dachshund","Mixed Breed","Baby","Female","Cowbird","Small","Texas","New York","dachshund"
46039256,"Dachshund","Mixed Breed","Baby","Female","Dove","Small","Texas","New York","dachshund"
46039253,"Dachshund","Mixed Breed","Baby","Female","Sparrow","Small","Texas","New York","dachshund"
46039258,"Dachshund","Mixed Breed","Baby","Male","Osprey","Small","Texas","New York","dachshund"
46039262,"Dachshund","Mixed Breed","Baby","Male","Finch","Small","Texas","New York","dachshund"
46033569,"Shepherd",,"Baby","Male","Coney","Medium","Texas","New York","german-shepherd"
46008347,"Mixed Breed",,"Adult","Male","Elvis","Medium","Texas","Massachusetts","mix"
45980874,"Schnauzer",,"Young","Female","Francie","Medium","Texas","New York","schnauzer"
45980090,"Shepherd","Boxer","Baby","Female","Hazel","Medium","Texas","New York","german-shepherd"
45976699,"Husky",,"Baby","Male","Chocolate","Medium","Texas","New York","husky"
45976521,"Husky",,"Baby","Female","Vanilla","Medium","Texas","New York","husky"
45976310,"Chihuahua",,"Baby","Male","Bambi","Small","Texas","New York","chihuahua"
45975747,"Smooth Collie",,"Young","Female","Carmen","Medium","Texas","New York","collie"
45974514,"Australian Shepherd","Shepherd","Baby","Male","Winston","Medium","Texas","New York","australian-shepherd"
45965461,"Border Collie","Collie","Baby","Male","Henry","Medium","Texas","New York","border-collie"
45965463,"Chihuahua",,"Baby","Female","Abby","Medium","Texas","New York","chihuahua"
45957784,"Pit Bull Terrier",,"Young","Male","Spike","Medium","Texas","New York","pitbull"
45957783,"Chihuahua",,"Senior","Female","Flower","Small","Texas","New York","chihuahua"
45954520,"Shepherd",,"Baby","Male","Shadow","Medium","Texas","New York","german-shepherd"
45941223,"Labrador Retriever",,"Baby","Male","Simba","Medium","Texas","New York","labrador"
45940955,"Labrador Retriever",,"Baby","Female","Nyla","Large","Texas","New York","labrador"
45938756,"Labrador Retriever","Pit Bull Terrier","Baby","Male","Ashby","Large","Texas","New York","labrador"
45899954,"Chihuahua",,"Baby","Male","Felix","Small","Texas","Rhode Island","chihuahua"
45899728,"Chihuahua",,"Baby","Male","Ferdinand","Small","Texas","Rhode Island","chihuahua"
45867672,"Australian Cattle Dog / Blue Heeler","Hound","Young","Female","Susanna","Medium","Texas","New York","australian-shepherd"
45867570,"Labrador Retriever","Hound","Young","Male","Carlos","Large","Texas","New York","labrador"
45811665,"Terrier",,"Adult","Male","Marlin","Small","Texas","Rhode Island","schnauzer"
45801393,"Hound","Shepherd","Young","Male","Yipper","Large","Texas","New York","beagle"
45789069,"Pit Bull Terrier",,"Baby","Female","Stella","Medium","Texas","New York","pitbull"
45688314,"Pomeranian","American Eskimo Dog","Adult","Female","Phoebe","Small","Texas","New York","pomeranian"
45683584,"Labrador Retriever","Shepherd","Adult","Female","Thelma","Medium","Texas","New York","labrador"
45682135,"Labrador Retriever",,"Adult","Male","Brandon","Medium","Texas","Connecticut","labrador"
45682064,"Flat-Coated Retriever",,"Adult","Male","Brad","Medium","Texas","Connecticut","labrador"
45634224,"Shepherd",,"Young","Male","Deacon (TX)","Medium","Texas","New York","german-shepherd"
45634220,"Chihuahua",,"Adult","Female","Peggy","Small","Texas","New York","chihuahua"
45634222,"Terrier",,"Adult","Male","Harrington","Small","Texas","New York","schnauzer"
45595752,"Labrador Retriever",,"Adult","Male","Benson","Medium","Texas","Connecticut","labrador"
45525279,"Rat Terrier","Dachshund","Adult","Female","Cheyanne - Local Nov 2","Small","Texas","Rhode Island","jack-russell"
45525163,"Rat Terrier",,"Adult","Female","Shy Local Nov 2","Small","Texas","Rhode Island","jack-russell"
45504570,"Pit Bull Terrier",,"Adult","Female","Maya (TX)","Medium","Texas","New York","pitbull"
45493361,"Shepherd","Labrador Retriever","Young","Female","Ellie Mae, a beautiful girl!","Medium","Texas","Massachusetts","german-shepherd"
45415556,"Cattle Dog","Great Dane","Baby","Male","Baxter","Medium","Texas","New York","australian-shepherd"
45415559,"Border Collie","Collie","Baby","Female","Roxie","Medium","Texas","New York","border-collie"
45410963,"Pit Bull Terrier",,"Young","Female","Polly (TX)","Medium","Texas","New York","pitbull"
45397911,"Chihuahua",,"Adult","Male","JJ","Small","Texas","New York","chihuahua"
45393172,"Chihuahua",,"Young","Female","Lucy (TX2)","Small","Texas","New York","chihuahua"
45381576,"Labrador Retriever",,"Adult","Female","Alexa","Medium","Texas","New York","labrador"
45356557,"Pointer","Terrier","Adult","Male","Oreo","Small","Texas","New York","pointer"
45349563,"Husky","Cattle Dog","Adult","Female","Mini Local Nov 2","Medium","Texas","Rhode Island","husky"
45347635,"Labrador Retriever",,"Young","Female","Bonnie","Medium","Texas","New York","labrador"
45347633,"Pointer",,"Adult","Female","Rose","Medium","Texas","New York","pointer"
45347627,"Poodle",,"Senior","Female","Maggie","Small","Texas","New York","poodle"
45247823,"Border Collie","Pointer","Adult","Male","Gio","Medium","Texas","New York","border-collie"
45236349,"Labrador Retriever",,"Young","Male","Jakey","Medium","Texas","New York","labrador"
45202741,"Pit Bull Terrier",,"Adult","Female","Lady Stella  (looking for foster or adopter)","Medium","Texas","New Jersey","pitbull"
45181897,"Terrier",,"Adult","Female","Aloha","Small","Texas","New York","schnauzer"
45145910,"German Shepherd Dog",,"Young","Female","Avalina","Large","Texas","New York","german-shepherd"
45114448,"Shepherd",,"Young","Female","Peaches","Large","Texas","New York","german-shepherd"
45084639,"Husky",,"Young","Female","Jane","Large","Texas","New York","husky"
45084640,"Boxer",,"Adult","Female","Tasha (TX)","Medium","Texas","New York","boxer"
45076636,"Chihuahua",,"Adult","Male","Sunny","Small","Texas","New York","chihuahua"
45076638,"Labrador Retriever","Pit Bull Terrier","Young","Male","Damian","Large","Texas","New York","labrador"
45048517,"Terrier",,"Young","Female","Vicki","Small","Texas","New York","schnauzer"
45048516,"Labrador Retriever",,"Young","Male","Vinny","Large","Texas","New York","labrador"
45013791,"Dachshund",,"Young","Female","Molly","Medium","Texas","New York","dachshund"
45013792,"Shepherd","Labrador Retriever","Young","Female","Chloe (TX)","Medium","Texas","New York","german-shepherd"
44986616,"German Shepherd Dog",,"Baby","Male","Axel","Large","Texas","New York","german-shepherd"
44969432,"Labrador Retriever","Terrier","Adult","Female","Savie","Medium","Texas","New York","labrador"
44904617,"Australian Cattle Dog / Blue Heeler",,"Adult","Female","Daisy Mae","Medium","Texas","New York","australian-shepherd"
44821609,"Border Collie",,"Young","Female","Rosemary","Medium","Texas","New York","border-collie"
44821608,"Border Collie",,"Young","Female","Sage","Medium","Texas","New York","border-collie"
44769379,"Labrador Retriever","Pit Bull Terrier","Young","Male","Torro","Medium","Texas","New York","labrador"
44707156,"Australian Cattle Dog / Blue Heeler",,"Adult","Male","Sonny","Medium","Texas","New York","australian-shepherd"
44622697,"German Shepherd Dog",,"Adult","Female","Amily","Large","Texas","New York","german-shepherd"
44612039,"Labrador Retriever",,"Young","Male","James T","Medium","Texas","New York","labrador"
44581078,"Chihuahua",,"Adult","Male","LT","Small","Texas","New York","chihuahua"
44577159,"Chihuahua",,"Adult","Male","Abel","Small","Texas","New York","chihuahua"
44550171,"Chihuahua",,"Adult","Female","Kisses","Small","Texas","New York","chihuahua"
44550174,"Chihuahua",,"Adult","Female","Trixie","Small","Texas","New York","chihuahua"
44530646,"Labrador Retriever",,"Adult","Male","Arnie","Large","Texas","New York","labrador"
44525443,"Rat Terrier",,"Adult","Female","Annie (TX)","Small","Texas","New York","jack-russell"
44525464,"Chihuahua",,"Adult","Male","Bubba","Small","Texas","New York","chihuahua"
44525442,"Rat Terrier",,"Adult","Female","Danielle","Small","Texas","New York","jack-russell"
44525449,"Rat Terrier",,"Young","Female","Abby","Small","Texas","New York","jack-russell"
44525450,"Border Collie",,"Adult","Male","Sammy","Small","Texas","New York","border-collie"
44497938,"Labrador Retriever",,"Young","Female","Rosa","Medium","Texas","New York","labrador"
44435298,"Labrador Retriever",,"Adult","Male","Beaver","Medium","Texas","New York","labrador"
44428964,"Boxer",,"Adult","Female","Linda","Medium","Texas","New York","boxer"
44349112,"Shepherd",,"Young","Female","Ally","Medium","Texas","New York","german-shepherd"
44343158,"Boxer",,"Adult","Male","Adam (TX)","Medium","Texas","New York","boxer"
44234512,"Shepherd",,"Young","Female","Sunflower","Large","Texas","New York","german-shepherd"
44179580,"Pit Bull Terrier",,"Adult","Male","Brix","Large","Texas","New York","pitbull"
44158360,"Chihuahua",,"Adult","Male","Calvin","Small","Texas","New York","chihuahua"
44138050,"Pointer",,"Young","Female","Renny","Medium","Texas","New York","pointer"
44081540,"American Bulldog","Boxer","Adult","Male","Jeffrey","Large","Texas","New York","bulldog"
44075182,"Chihuahua",,"Adult","Male","Peanut","Small","Texas","New York","chihuahua"
43984935,"Chihuahua",,"Adult","Female","Pixie","Small","Texas","New York","chihuahua"
43968363,"Siberian Husky",,"Adult","Male","Valiance","Medium","Texas","New York","husky"
43762173,"Labrador Retriever","Pit Bull Terrier","Young","Female","Lulu","Medium","Texas","New York","labrador"
43736069,"Border Collie","Labrador Retriever","Adult","Male","Orion","Large","Texas","New York","border-collie"
43703889,"German Shepherd Dog",,"Adult","Female","Aramisa","Large","Texas","New York","german-shepherd"
43601266,"Shar-Pei","Labrador Retriever","Adult","Female","Daisy","Medium","Texas","New York","shar-pei"
43576051,"Cattle Dog","Labrador Retriever","Young","Female","Willow (TX)","Medium","Texas","New York","australian-shepherd"
43576052,"Terrier",,"Young","Male","Cesar","Medium","Texas","New York","schnauzer"
43550192,"Pointer","Labrador Retriever","Adult","Female","Isla","Medium","Texas","New York","pointer"
43550191,"Labrador Retriever",,"Young","Female","Isabella (TX)","Medium","Texas","New York","labrador"
43550193,"Pit Bull Terrier",,"Senior","Male","Argon","Medium","Texas","New York","pitbull"
43546947,"Pointer",,"Baby","Female","Kali","Medium","Texas","New York","pointer"
43521079,"Pit Bull Terrier",,"Adult","Female","Willow","Large","Texas","New York","pitbull"
43512091,"Husky",,"Young","Male","Ayako","Large","Texas","New York","husky"
43382199,"German Shepherd Dog",,"Young","Female","Bonnie","Medium","Texas","New York","german-shepherd"
43286683,"German Shepherd Dog",,"Young","Female","Amelisa","Large","Texas","New York","german-shepherd"
42977245,"Chihuahua",,"Adult","Male","Seal","Small","Texas","Massachusetts","chihuahua"
42975723,"Dachshund",,"Adult","Male","Lou","Small","Texas","Massachusetts","dachshund"
42971703,"Chihuahua","Rat Terrier","Adult","Male","Sport - Local","Small","Texas","Rhode Island","chihuahua"
42640407,"Pit Bull Terrier",,"Adult","Female","Hallie","Medium","Texas","New York","pitbull"
42213251,"Pointer",,"Young","Male","Jack M","Large","Texas","New York","pointer"
42065333,"Labrador Retriever","Shepherd","Adult","Male","Toby","Medium","Texas","New York","labrador"
42011360,"Rhodesian Ridgeback","Black Mouth Cur","Adult","Female","Xena","Large","Texas","New York","labrador"
42011359,"Labrador Retriever",,"Adult","Male","Levi","Medium","Texas","New York","labrador"
41876293,"Chow Chow",,"Adult","Male","Simba (TX)","Large","Texas","New York","chow"
40941706,"Chihuahua",,"Adult","Male","Jake","Small","Texas","New York","chihuahua"
40561240,"Terrier",,"Adult","Male","Salvatore","Medium","Texas","New York","schnauzer"
39317818,"Chihuahua",,"Young","Male","Ronald","Medium","Texas","New Jersey","chihuahua"
35587001,"German Shepherd Dog",,"Adult","Female","Queenie","Large","Texas","Rhode Island","german-shepherd"
45983392,"Miniature Pinscher","Chihuahua","Young","Female","Stella","Small","Texas","Maryland","miniature-pinscher"
45975606,"German Shepherd Dog",,"Adult","Male","Desmond 1036","Large","Texas","Virginia","german-shepherd"
45975536,"Golden Retriever",,"Baby","Male","Mickey 1035","Large","Texas","Virginia","golden-retriever"
45974989,"Collie",,"Young","Male","Ollie 1033","Medium","Texas","Virginia","border-collie"
45974988,"German Shepherd Dog",,"Baby","Female","Ember 1034","Large","Texas","Virginia","german-shepherd"
45973369,"Australian Shepherd",,"Young","Male","Travis 1032","Medium","Texas","Virginia","australian-shepherd"
45964143,"Papillon",,"Adult","Male","Boogie","Small","Texas","Virginia","chihuahua"
45933459,"German Shepherd Dog",,"Adult","Female","Sofia 1031","Medium","Texas","Virginia","german-shepherd"
45933284,"German Shepherd Dog",,"Baby","Female","Jinx 1029","Medium","Texas","Virginia","german-shepherd"
45933055,"German Shepherd Dog",,"Adult","Female","Sascha 1027","Medium","Texas","Virginia","german-shepherd"
45933054,"German Shepherd Dog",,"Baby","Female","Neeko 1028","Medium","Texas","Virginia","german-shepherd"
45932978,"German Shepherd Dog",,"Baby","Male","Bowie 1026","Large","Texas","Virginia","german-shepherd"
45839260,"Cattle Dog","Mixed Breed","Adult","Male","Duke","Large","Texas","Washington DC","australian-shepherd"
45837535,"German Shepherd Dog",,"Baby","Female","Millie 1024","Medium","Texas","Virginia","german-shepherd"
45837053,"German Shepherd Dog",,"Adult","Female","Sabrina 1021","Medium","Texas","Pennsylvania","german-shepherd"
45787554,"German Shepherd Dog",,"Young","Male","Balto 1016","Medium","Texas","Virginia","german-shepherd"
45707871,"German Shepherd Dog",,"Adult","Female","Penny 1014","Medium","Texas","Virginia","german-shepherd"
45644684,"Labrador Retriever",,"Adult","Male","Waylon","Large","Texas","Virginia","labrador"
45639708,"German Shepherd Dog",,"Baby","Female","Endeavor 0999","Medium","Texas","Virginia","german-shepherd"
45639466,"German Shepherd Dog",,"Baby","Female","Honor 0997","Medium","Texas","Virginia","german-shepherd"
45628070,"Hound","Labrador Retriever","Baby","Male","Dunn","Medium","Texas","Pennsylvania","beagle"
45627391,"Shepherd","Mixed Breed","Adult","Male","Houston ON HOLD MEDICAL","Medium","Texas","Pennsylvania","german-shepherd"
45627319,"Shepherd","Mixed Breed","Adult","Female","Katy ON HOLD MEDICAL","Medium","Texas","Pennsylvania","german-shepherd"
45627290,"Mixed Breed",,"Adult","Male","Beau ON HOLD MEDICAL","Large","Texas","Pennsylvania","mix"
45540940,"Collie",,"Adult","Male","Spot 0984","Large","Texas","Virginia","border-collie"
45521942,"German Shepherd Dog",,"Adult","Female","Josie 0657","Medium","Texas","Pennsylvania","german-shepherd"
45471310,"Labrador Retriever",,"Baby","Male","Hunter","Large","Texas","Maryland","labrador"
45417753,"German Shepherd Dog",,"Baby","Female","Seneca 0975","Medium","Texas","Virginia","german-shepherd"
45260939,"German Shepherd Dog",,"Baby","Male","Max 0967","Medium","Texas","Virginia","german-shepherd"
45175958,"Australian Shepherd",,"Senior","Female","Kiki: sweet senior (PA)","Medium","Texas","Pennsylvania","australian-shepherd"
45026392,"German Shepherd Dog",,"Adult","Female","Ellie 0949","Large","Texas","Virginia","german-shepherd"
44985574,"German Shepherd Dog",,"Adult","Male","Woody 0933","Large","Texas","Virginia","german-shepherd"
44831761,"German Shepherd Dog",,"Senior","Female","Bonnie 0923","Large","Texas","Virginia","german-shepherd"
44785988,"Great Pyrenees",,"Adult","Male","Goliath 0909","Large","Texas","Virginia","malamute"
44721592,"German Shepherd Dog",,"Adult","Female","Sheba 0725","Medium","Texas","Virginia","german-shepherd"
44715790,"German Shepherd Dog",,"Senior","Male","Elijah 0903","Large","Texas","Virginia","german-shepherd"
44449623,"German Shepherd Dog",,"Young","Female","Donna 0864","Large","Texas","Virginia","german-shepherd"
44183588,"Chow Chow",,"Senior","Female","Fresca","Medium","Texas","Maryland","chow"
39583427,"Cattle Dog","Australian Shepherd","Adult","Female","Xena","Medium","Texas","Maryland","australian-shepherd"
39378702,"Pit Bull Terrier",,"Young","Female","Joy (special needs)","Large","Texas","Virginia","pitbull"
37048596,"Cattle Dog",,"Adult","Female","Xena","Medium","Texas","Maryland","australian-shepherd"
45988275,"Australian Cattle Dog / Blue Heeler",,"Young","Female","Denali","Medium","Texas","New Jersey","australian-shepherd"
45988284,"Chihuahua",,"Adult","Female","Olympic","Small","Texas","New Jersey","chihuahua"
45988265,"Chihuahua","Pug","Adult","Male","Tortugas","Medium","Texas","New Jersey","chihuahua"
45988270,"Chihuahua","Pug","Adult","Male","Acadia","Medium","Texas","New Jersey","chihuahua"
45988273,"Terrier",,"Young","Female","Katmai","Small","Texas","New Jersey","schnauzer"
45988282,"Chihuahua","Pug","Young","Female","Cuyahoga","Small","Texas","New Jersey","chihuahua"
45679472,"Chihuahua",,"Baby","Male","Bernie","Small","Texas","New Jersey","chihuahua"
40055604,"Chihuahua",,"Young","Female","Nancy","Small","Texas","New Jersey","chihuahua"
39540431,"Chihuahua","Dachshund","Young","Male","Canelo","Small","Texas","New Jersey","chihuahua"
27934286,"Chihuahua",,"Young","Female","Abby","Small","Texas","Florida","chihuahua"
42608126,"Belgian Shepherd / Malinois","Carolina Dog","Adult","Female","Jessie","Medium","Texas","Iowa","german-shepherd"
45770087,"Chihuahua","Dachshund","Senior","Male","Mr. Beans","Small","Texas","Illinois","chihuahua"
45657171,"Corgi","Jack Russell Terrier","Young","Male","Chipmunk","Small","Texas","Indiana","corgi"
45632583,"Corgi","Jack Russell Terrier","Young","Male","Wabbit","Small","Texas","Indiana","corgi"
45632551,"Corgi","Jack Russell Terrier","Young","Female","Perdita","Small","Texas","Indiana","corgi"
45632528,"Corgi","Jack Russell Terrier","Young","Female","Debbie","Small","Texas","Indiana","corgi"
45632473,"Boston Terrier","Pit Bull Terrier","Baby","Female","Choo Choo","Small","Texas","Indiana","boston-terrier"
39626563,"Labrador Retriever",,"Adult","Male","Harvey Blue","Large","Texas","Indiana","labrador"
45988135,"German Shepherd Dog",,"Adult","Female","Star","Medium","Texas","Kentucky","german-shepherd"
45536891,"Pit Bull Terrier",,"Senior","Male","Mr. Worldwide","Large","Texas","Ohio","pitbull"
45766880,"Rottweiler",,"Senior","Male","Duke","Large","Texas","Massachusetts","rottweiler"
45742221,"Shepherd","Labrador Retriever","Young","Female","Ellie looking for a loving family!","Medium","Texas","New Hampshire","german-shepherd"
45742210,"Shepherd","Labrador Retriever","Young","Female","Ellie LOVES to play with dogs!","Medium","Texas","Massachusetts","german-shepherd"
45261106,"Rottweiler",,"Young","Female","Cali","Extra Large","Texas","New Hampshire","rottweiler"
45200125,"Shepherd",,"Adult","Male","George","Medium","Texas","Massachusetts","german-shepherd"
45199344,"Terrier",,"Young","Female","Isabella","Small","Texas","Massachusetts","schnauzer"
45117773,"Labrador Retriever",,"Adult","Female","Lisa","Medium","Texas","Massachusetts","labrador"
44863030,"American Staffordshire Terrier",,"Adult","Male","Bane","Medium","Texas","Massachusetts","pitbull"
44397971,"Terrier",,"Adult","Male","Saint","Medium","Texas","Massachusetts","schnauzer"
44397859,"German Shepherd Dog",,"Adult","Male","Donald","Medium","Texas","Massachusetts","german-shepherd"
44358734,"Labrador Retriever",,"Adult","Male","Waylon","Medium","Texas","Massachusetts","labrador"
44153659,"Terrier",,"Adult","Female","Faith","Medium","Texas","Massachusetts","schnauzer"
43401909,"Chihuahua",,"Adult","Female","Sophie","Small","Texas","Massachusetts","chihuahua"
45910044,"Foxhound",,"Young","Male","BOOMER","Large","Texas","Maine","beagle"
44759418,"English Pointer","Labrador Retriever","Adult","Female","BETSY-AS - Reduced $250","Medium","Texas","Maine","pointer"
44759416,"Boxer","Labrador Retriever","Baby","Male","BUSTER - $300","Medium","Texas","Maine","boxer"
45991117,"Labrador Retriever","Hound","Adult","Male","Thorin","Large","Texas","Michigan","labrador"
45340683,"Chihuahua",,"Adult","Male","Ari","Small","Texas","Michigan","chihuahua"
46034874,"Labrador Retriever",,"Baby","Female","Hershey","Medium","Texas","Minnesota","labrador"
45945974,"Chihuahua","Rat Terrier","Adult","Female","Darcy *Texas 9/28*","Medium","Texas","Minnesota","chihuahua"
45864229,"Chihuahua","Dachshund","Adult","Female","Star *Texas 9/28*","Medium","Texas","Minnesota","chihuahua"
45853193,"Chihuahua","Rat Terrier","Adult","Female","Charlotte Rae *Texas 9/28*","Medium","Texas","Minnesota","chihuahua"
45850859,"Border Collie",,"Baby","Male","Detroit *Texas 9/28*","Medium","Texas","Minnesota","border-collie"
45850860,"Chihuahua","Pug","Adult","Male","Bosco *Texas 9/28*","Medium","Texas","Minnesota","chihuahua"
45850863,"Border Collie",,"Baby","Female","Delilah *Texas 9/28*","Medium","Texas","Minnesota","border-collie"
45027746,"Australian Cattle Dog / Blue Heeler",,"Adult","Female","Cuddles D190855","Large","Texas","Minnesota","australian-shepherd"
45887824,"Siberian Husky",,"Young","Male","Pronto","Large","Texas","Missouri","husky"
45887573,"German Shepherd Dog",,"Baby","Female","Shella","Medium","Texas","Missouri","german-shepherd"
45853135,"German Shepherd Dog",,"Baby","Female","Navy","Large","Texas","Missouri","german-shepherd"
45281555,"German Shepherd Dog",,"Adult","Male","Holmes 0972","Large","Texas","North Carolina","german-shepherd"
44545840,"Rat Terrier",,"Adult","Female","Melle","Small","Texas","North Carolina","jack-russell"
45610022,"German Shepherd Dog",,"Adult","Female","Princess","Medium","Texas","Vermont","german-shepherd"
46026457,"Boxer","Mastiff","Adult","Male","Rufus Lonestar*","Large","Texas","New Jersey","boxer"
46023214,"Boxer",,"Adult","Male","Brock Lonestar*","Large","Texas","New Jersey","boxer"
46005139,"Labrador Retriever",,"Baby","Male","Blueberry Lonestar*","Large","Texas","New Jersey","labrador"
45981387,"Dachshund","Labrador Retriever","Baby","Male","Doobie Lonestar*","Small","Texas","New Jersey","dachshund"
45916266,"Hound",,"Baby","Female","Georgia","Large","Texas","New Jersey","beagle"
45909246,"Golden Retriever",,"Adult","Male","Emerson","Large","Texas","New Jersey","golden-retriever"
45864290,"Terrier","Labrador Retriever","Young","Female","Heidi Lonestar*","Medium","Texas","New Jersey","schnauzer"
45855766,"Labrador Retriever","Airedale Terrier","Baby","Female","Asha &#34;Lyla&#34; Davis Lonestar","Large","Texas","New Jersey","labrador"
45803674,"Husky",,"Baby","Female","Jasmine","Medium","Texas","Pennsylvania","husky"
45749010,"Boxer","Mastiff","Baby","Female","Bloom Lonestar*","Large","Texas","New Jersey","boxer"
45713082,"Jack Russell Terrier","Border Collie","Baby","Female","Lynda","Large","Texas","New Jersey","jack-russell"
45687160,"Labrador Retriever",,"Baby","Female","Miss Piggy","Medium","Texas","New Jersey","labrador"
45575966,"Bernese Mountain Dog",,"Adult","Male","Enzo","Large","Texas","New Jersey","bernese"
45422356,"Great Pyrenees",,"Adult","Male","Bernie","Large","Texas","New Jersey","malamute"
45350599,"Hound",,"Adult","Female","Reeva","Large","Oklahoma","New Jersey","beagle"
45184354,"Hound",,"Adult","Male","Trey","Large","Texas","Pennsylvania","beagle"
45115709,"Australian Cattle Dog / Blue Heeler",,"Adult","Male","Elton John","Large","Texas","New Jersey","australian-shepherd"
44930648,"Terrier","Australian Cattle Dog / Blue Heeler","Baby","Male","Queen&#39;s Armadillo Lonestar*","Large","Texas","New Jersey","schnauzer"
44880064,"Labrador Retriever",,"Young","Male","Pharoah","Large","Texas","New Jersey","labrador"
44580905,"Shepherd",,"Young","Female","Elina Lonestar*","Medium","Texas","New Jersey","german-shepherd"
